,StochAstic_k,StochAstic_d,StochAstic_smooth_k,StochAstic_mamod,StochAstic_column_div,corr_low,corr_high,Divergence_diff_extereme,Divergence_num_exteremes_min,Divergence_num_exteremes_max,frequency,score
2902,649.0,249.0,41.0,ema,StochAstic_k,-0.0986896796709734,-0.1071840306881661,2.0,496.0,245.0,20T,-0.0774969897850542
2903,823.0,753.0,39.0,sma,StochAstic_d,-0.1607822759843797,-0.1609095496634181,3.0,366.0,342.0,20T,-0.0775111473499814
2904,846.0,229.0,36.0,sma,StochAstic_k,-0.1455723861999127,-0.1459088603040767,6.0,49.0,499.0,20T,-0.0775998917905012
2905,245.0,229.0,13.0,wma,StochAstic_d,-0.1461864179081988,-0.1454267276585805,3.0,85.0,490.0,20T,-0.0776231588765048
2906,101.0,81.0,22.0,wma,StochAstic_k,-0.0957757396666274,-0.0977038010604576,4.0,209.0,354.0,20T,-0.0776328731760854
2907,676.0,657.0,31.0,wma,StochAstic_k,-0.1236306255763099,-0.1261616437457817,1.0,223.0,444.0,20T,-0.0776351184727601
2908,795.0,739.0,37.0,wma,StochAstic_k,-0.1430975314856938,-0.1487883474503449,5.0,153.0,444.0,20T,-0.0776618826506827
2909,829.0,808.0,29.0,sma,StochAstic_d,-0.156211980620735,-0.1669352399290068,6.0,129.0,357.0,20T,-0.077716211804553
2910,469.0,14.0,21.0,sma,StochAstic_k,-0.0719157358018577,-0.0726137598071802,6.0,131.0,126.0,20T,-0.0777490552810867
2911,597.0,136.0,40.0,ema,StochAstic_d,-0.1342662162582359,-0.1348595226144503,2.0,312.0,317.0,20T,-0.0777930093486671
2912,443.0,219.0,15.0,sma,StochAstic_k,-0.0883708296404311,-0.08882302549337,3.0,339.0,234.0,20T,-0.0778028038301827
2913,887.0,106.0,41.0,sma,StochAstic_d,-0.1204482021567576,-0.1225461521438279,1.0,317.0,279.0,20T,-0.0778783353434062
2914,475.0,65.0,33.0,sma,StochAstic_d,-0.1073287735400453,-0.1048702444820769,3.0,94.0,371.0,20T,-0.0779003207464234
2915,668.0,443.0,16.0,ema,StochAstic_k,-0.1039841249445522,-0.1035948050225302,6.0,117.0,268.0,20T,-0.0779685094533814
2916,606.0,203.0,49.0,wma,StochAstic_d,-0.1376734792009178,-0.132523227925363,4.0,355.0,396.0,20T,-0.0779899329791396
2917,643.0,516.0,28.0,wma,StochAstic_k,-0.0719192407339293,-0.0733231005737961,4.0,148.0,109.0,20T,-0.0780026711192014
2918,528.0,486.0,29.0,sma,StochAstic_k,-0.1144653269913701,-0.1156645094742143,4.0,219.0,367.0,20T,-0.078113396992213
2919,586.0,75.0,3.0,wma,StochAstic_d,-0.0698021126074426,-0.0711543641839186,4.0,475.0,72.0,20T,-0.0781232761554183
2920,544.0,104.0,41.0,wma,StochAstic_k,-0.1062143725531915,-0.1068891128604945,1.0,327.0,331.0,20T,-0.0781247577409002
2921,397.0,295.0,12.0,ema,StochAstic_d,-0.1249720259125059,-0.1194641373374728,5.0,185.0,268.0,20T,-0.0781748002030196
2922,846.0,513.0,36.0,ema,StochAstic_k,-0.1243727033153426,-0.1281115788587949,6.0,93.0,390.0,20T,-0.0781888641366587
2923,483.0,43.0,15.0,sma,StochAstic_d,-0.0927498713957773,-0.088868772402359,1.0,119.0,242.0,20T,-0.0781922115911571
2924,365.0,145.0,23.0,ema,StochAstic_k,-0.1125465776901804,-0.1119217475456112,1.0,237.0,397.0,20T,-0.0782246191862076
2925,289.0,178.0,34.0,ema,StochAstic_d,-0.0933368007354256,-0.0950736491111484,1.0,310.0,190.0,20T,-0.0782532309544096
2926,98.0,27.0,9.0,ema,StochAstic_k,-0.1062211504120253,-0.1080331158695181,2.0,124.0,317.0,20T,-0.0784041524394771
2927,493.0,388.0,20.0,sma,StochAstic_d,-0.1425222326330462,-0.1412105011299253,5.0,427.0,469.0,20T,-0.0784609600142569
2928,605.0,62.0,2.0,wma,StochAstic_k,-0.131312560764113,-0.1319461526727778,4.0,90.0,442.0,20T,-0.0785754742941477
2929,157.0,77.0,44.0,ema,StochAstic_d,-0.1010468696845645,-0.1001565269526603,5.0,257.0,350.0,20T,-0.0786106014927782
2930,600.0,439.0,32.0,ema,StochAstic_k,-0.1063198574668638,-0.1040495881811986,2.0,73.0,286.0,20T,-0.0786627531913059
2931,587.0,299.0,34.0,wma,StochAstic_k,-0.1124698676426013,-0.1083623176466811,1.0,497.0,269.0,20T,-0.0787030361949123
2932,417.0,171.0,22.0,wma,StochAstic_k,-0.1053247678825386,-0.1157467971195413,3.0,469.0,367.0,20T,-0.0787105888475167
2933,536.0,423.0,44.0,ema,StochAstic_k,-0.1198763572050952,-0.1201585221147531,4.0,48.0,420.0,20T,-0.0788234931937897
2934,399.0,241.0,50.0,sma,StochAstic_d,-0.1291114108879285,-0.1268524762437781,1.0,38.0,338.0,20T,-0.0789093156660218
2935,206.0,138.0,49.0,sma,StochAstic_k,-0.0759531350206251,-0.0754224538511313,4.0,54.0,108.0,20T,-0.0789796014524173
2936,560.0,80.0,2.0,wma,StochAstic_d,-0.0797232281028896,-0.0792829686050141,1.0,210.0,120.0,20T,-0.0789986725665004
2937,766.0,70.0,22.0,wma,StochAstic_k,-0.1488378208698987,-0.1507342125235972,3.0,8.0,473.0,20T,-0.0790282939776397
2938,252.0,247.0,10.0,ema,StochAstic_d,-0.104446104543051,-0.102862732315275,3.0,284.0,197.0,20T,-0.0790622879946806
2939,267.0,84.0,25.0,sma,StochAstic_d,-0.0744827728651266,-0.0771601885331672,1.0,69.0,115.0,20T,-0.0790646809128622
2940,821.0,318.0,31.0,wma,StochAstic_k,-0.1475415386466322,-0.1523515862119645,1.0,50.0,441.0,20T,-0.0790790281005339
2941,398.0,281.0,9.0,ema,StochAstic_d,-0.1405056353178972,-0.1359159958140121,2.0,384.0,366.0,20T,-0.0791855408681378
2942,432.0,139.0,15.0,ema,StochAstic_d,-0.1141802015800252,-0.1145059630525123,2.0,467.0,307.0,20T,-0.0792016389278364
2943,856.0,370.0,10.0,wma,StochAstic_d,-0.1267598823742073,-0.1230487511619874,5.0,265.0,167.0,20T,-0.0793237076748598
2944,190.0,50.0,34.0,ema,StochAstic_d,-0.1214426285704896,-0.1210065066324368,2.0,386.0,462.0,20T,-0.0793510966271873
2945,581.0,448.0,4.0,sma,StochAstic_d,-0.166244802616793,-0.167296596997545,2.0,301.0,232.0,20T,-0.0794028144303792
2946,133.0,23.0,19.0,sma,StochAstic_d,-0.0969865811049478,-0.0959438678035174,2.0,449.0,276.0,20T,-0.0795012964295478
2947,388.0,115.0,17.0,ema,StochAstic_k,-0.1213750407068165,-0.122099258844626,2.0,116.0,397.0,20T,-0.079574474226724
2948,878.0,747.0,34.0,sma,StochAstic_d,-0.1718473272124601,-0.183643385660617,6.0,375.0,353.0,20T,-0.0796304833341256
2949,450.0,31.0,2.0,wma,StochAstic_d,-0.110588686913175,-0.1143187162000423,6.0,481.0,341.0,20T,-0.0796702189112538
2950,429.0,364.0,7.0,ema,StochAstic_k,-0.1154484632270866,-0.1289124136700754,1.0,109.0,353.0,20T,-0.0796869621929424
2951,383.0,357.0,9.0,sma,StochAstic_d,-0.128740727523015,-0.1311088513379749,4.0,319.0,299.0,20T,-0.0797057664080177
2952,545.0,384.0,16.0,wma,StochAstic_d,-0.1509373319289364,-0.1530668903624596,2.0,319.0,259.0,20T,-0.0798056311017688
2953,809.0,343.0,36.0,ema,StochAstic_k,-0.1598961290782454,-0.1592600077375294,1.0,451.0,450.0,20T,-0.0798591884992261
2954,824.0,127.0,7.0,ema,StochAstic_d,-0.1507261869143582,-0.1410057188698786,5.0,496.0,357.0,20T,-0.0798997757474763
2955,498.0,146.0,17.0,wma,StochAstic_d,-0.0858483275862769,-0.0929272288047532,4.0,41.0,187.0,20T,-0.0799254210968292
2956,647.0,607.0,15.0,sma,StochAstic_k,-0.1126536099968686,-0.1135483583147494,6.0,479.0,284.0,20T,-0.0799825638528992
2957,397.0,175.0,32.0,wma,StochAstic_d,-0.090087444564274,-0.0946847844719805,5.0,229.0,118.0,20T,-0.0799893015032985
2958,404.0,40.0,18.0,ema,StochAstic_k,-0.1249783983825626,-0.128098397189712,6.0,194.0,456.0,20T,-0.080015884372781
