,MACD_apply_to,MACD_fast,MACD_slow,MACD_signal,MACD_column_div,corr_low,corr_high,Divergence_diff_extereme,Divergence_num_exteremes_min,Divergence_num_exteremes_max,frequency,score
3181,close,58.0,317.0,50.0,macds,-1.0000000000000056,-1.000000000000003,3.0,265.0,174.0,4H,-0.1259921049894877
3182,HL/2,168.0,237.0,13.0,macdh,-0.9999999999999774,-1.0000000000000315,2.0,474.0,440.0,4H,-0.1259921049894877
3183,close,181.0,245.0,12.0,macdh,-0.9999999999999774,-1.0000000000000315,2.0,450.0,438.0,4H,-0.1259921049894877
3184,open,166.0,600.0,12.0,macd,-1.000000000000009,-1.0,2.0,312.0,213.0,4H,-0.1259921049894877
3185,high,135.0,236.0,22.0,macds,-1.000000000000004,-1.000000000000005,5.0,186.0,436.0,4H,-0.1259921049894877
3186,OHLC/4,184.0,401.0,9.0,macdh,-0.9999999999999774,-1.0000000000000318,3.0,271.0,449.0,4H,-0.1259921049894877
3187,HL/2,151.0,660.0,9.0,macdh,-0.9999999999999776,-1.0000000000000315,4.0,253.0,124.0,4H,-0.1259921049894877
3188,OHLC/4,147.0,603.0,3.0,macd,-1.0000000000000044,-1.0000000000000042,1.0,389.0,448.0,4H,-0.1259921049894877
3203,low,256.0,625.0,44.0,macd,-1.0,-1.0000000000000089,1.0,423.0,146.0,4H,-0.1259921049894877
3199,HLCC/4,156.0,255.0,14.0,macdh,-0.9999999999999776,-1.0000000000000318,4.0,180.0,42.0,4H,-0.1259921049894877
3190,OHLC/4,118.0,481.0,14.0,macdh,-0.9999999999999774,-1.0000000000000318,5.0,237.0,450.0,4H,-0.1259921049894877
3191,HL/2,185.0,437.0,9.0,macdh,-0.9999999999999774,-1.0000000000000318,5.0,390.0,300.0,4H,-0.1259921049894877
3192,HL/2,177.0,292.0,10.0,macdh,-0.9999999999999776,-1.0000000000000315,1.0,273.0,389.0,4H,-0.1259921049894877
3193,OHLC/4,106.0,569.0,16.0,macdh,-0.9999999999999772,-1.0000000000000318,2.0,379.0,86.0,4H,-0.1259921049894877
3202,OHLC/4,149.0,363.0,12.0,macdh,-0.9999999999999774,-1.0000000000000318,4.0,356.0,121.0,4H,-0.1259921049894877
3194,HLCC/4,183.0,389.0,11.0,macdh,-0.9999999999999774,-1.0000000000000318,5.0,464.0,426.0,4H,-0.1259921049894877
3195,HLC/3,159.0,276.0,12.0,macdh,-0.9999999999999772,-1.0000000000000315,3.0,323.0,288.0,4H,-0.1259921049894877
3201,low,138.0,276.0,16.0,macdh,-0.9999999999999772,-1.0000000000000318,1.0,346.0,101.0,4H,-0.1259921049894877
3197,HLC/3,123.0,618.0,13.0,macdh,-0.9999999999999774,-1.0000000000000315,5.0,447.0,430.0,4H,-0.1259921049894877
3198,HLCC/4,183.0,413.0,11.0,macdh,-0.9999999999999772,-1.0000000000000315,4.0,416.0,311.0,4H,-0.1259921049894877
3196,close,117.0,520.0,14.0,macdh,-0.9999999999999776,-1.0000000000000318,4.0,428.0,48.0,4H,-0.1259921049894877
3178,OHLC/4,270.0,667.0,5.0,macds,-1.0000000000000042,-1.0000000000000044,5.0,200.0,421.0,4H,-0.1259921049894877
3243,HL/2,265.0,651.0,4.0,macd,-1.0000000000000058,-1.000000000000006,3.0,336.0,468.0,4H,-0.1259921049894878
3218,high,25.0,553.0,20.0,macd,-1.0000000000000118,-1.0,5.0,166.0,429.0,4H,-0.1259921049894878
3205,HLC/3,214.0,649.0,43.0,macds,-1.000000000000005,-1.000000000000005,4.0,438.0,338.0,4H,-0.1259921049894878
3206,close,26.0,490.0,18.0,macd,-1.0000000000000118,-1.0000000000000002,4.0,185.0,166.0,4H,-0.1259921049894878
3207,open,25.0,652.0,50.0,macd,-1.0000000000000118,-1.0,3.0,75.0,462.0,4H,-0.1259921049894878
3208,HL/2,125.0,335.0,42.0,macds,-1.0,-1.0000000000000129,2.0,56.0,285.0,4H,-0.1259921049894878
3209,HLCC/4,116.0,549.0,26.0,macdh,-1.0000000000000115,-1.0,2.0,475.0,262.0,4H,-0.1259921049894878
3210,high,291.0,580.0,35.0,macd,-1.0000000000000118,-1.0,2.0,56.0,6.0,4H,-0.1259921049894878
3211,low,16.0,518.0,39.0,macd,-1.0000000000000118,-1.0,2.0,96.0,275.0,4H,-0.1259921049894878
3212,OHLC/4,20.0,520.0,18.0,macd,-1.0000000000000118,-1.0000000000000002,2.0,71.0,86.0,4H,-0.1259921049894878
3213,close,139.0,149.0,42.0,macdh,-1.0000000000000115,-0.9999999999999998,1.0,472.0,302.0,4H,-0.1259921049894878
3214,low,19.0,579.0,12.0,macd,-1.0000000000000118,-1.0,3.0,130.0,295.0,4H,-0.1259921049894878
3215,close,275.0,644.0,18.0,macd,-1.0,-1.000000000000011,1.0,265.0,15.0,4H,-0.1259921049894878
3216,HL/2,11.0,478.0,7.0,macds,-1.0000000000000118,-0.9999999999999998,3.0,134.0,421.0,4H,-0.1259921049894878
3217,HLC/3,20.0,414.0,47.0,macd,-1.0000000000000118,-1.0,1.0,114.0,361.0,4H,-0.1259921049894878
3219,OHLC/4,22.0,579.0,35.0,macd,-1.0000000000000118,-1.0,2.0,151.0,291.0,4H,-0.1259921049894878
3244,open,23.0,689.0,16.0,macd,-1.0000000000000118,-1.0,2.0,56.0,37.0,4H,-0.1259921049894878
3220,open,25.0,509.0,38.0,macd,-1.0000000000000118,-1.0,1.0,131.0,117.0,4H,-0.1259921049894878
3221,HLC/3,23.0,642.0,10.0,macd,-1.000000000000012,-1.0,1.0,57.0,420.0,4H,-0.1259921049894878
3222,HLC/3,21.0,439.0,50.0,macd,-1.000000000000012,-1.0,3.0,50.0,99.0,4H,-0.1259921049894878
3223,HLCC/4,283.0,563.0,45.0,macd,-1.0000000000000075,-1.0000000000000056,5.0,464.0,244.0,4H,-0.1259921049894878
3224,HLCC/4,126.0,487.0,25.0,macdh,-1.000000000000011,-1.0,4.0,300.0,278.0,4H,-0.1259921049894878
3225,low,24.0,596.0,24.0,macd,-1.000000000000012,-1.0,4.0,142.0,162.0,4H,-0.1259921049894878
3226,HLCC/4,293.0,611.0,4.0,macds,-1.0000000000000115,-1.0,2.0,425.0,256.0,4H,-0.1259921049894878
3227,HLC/3,284.0,566.0,50.0,macd,-1.0,-1.000000000000013,1.0,64.0,497.0,4H,-0.1259921049894878
3228,HLC/3,24.0,473.0,40.0,macd,-1.0000000000000118,-1.0000000000000002,6.0,197.0,61.0,4H,-0.1259921049894878
3229,low,21.0,455.0,38.0,macd,-1.0000000000000118,-1.0,4.0,74.0,281.0,4H,-0.1259921049894878
3230,HLC/3,247.0,663.0,16.0,macd,-1.0000000000000064,-1.0000000000000062,3.0,264.0,192.0,4H,-0.1259921049894878
3231,open,183.0,591.0,32.0,macds,-0.9999999999999998,-1.0000000000000109,6.0,468.0,83.0,4H,-0.1259921049894878
3232,close,101.0,601.0,28.0,macdh,-1.0000000000000115,-1.0,4.0,348.0,110.0,4H,-0.1259921049894878
3204,low,26.0,531.0,30.0,macd,-1.0000000000000118,-1.0,6.0,180.0,224.0,4H,-0.1259921049894878
3233,low,25.0,513.0,41.0,macd,-1.0000000000000118,-1.0,6.0,102.0,83.0,4H,-0.1259921049894878
3251,open,171.0,612.0,24.0,macds,-1.0000000000000002,-1.0000000000000124,5.0,230.0,309.0,4H,-0.1259921049894878
304,HLC/3,231.0,627.0,24.0,macd,-1.0,-1.0000000000000109,4.0,256.0,238.0,4H,-0.1259921049894878
3245,HLCC/4,22.0,531.0,15.0,macd,-1.0000000000000118,-1.0,4.0,103.0,106.0,4H,-0.1259921049894878
3234,HLCC/4,21.0,674.0,14.0,macd,-1.000000000000012,-1.0,4.0,65.0,70.0,4H,-0.1259921049894878
3246,low,138.0,151.0,41.0,macdh,-1.0000000000000115,-1.0,2.0,445.0,138.0,4H,-0.1259921049894878
3247,open,253.0,635.0,20.0,macd,-1.000000000000006,-1.000000000000006,5.0,489.0,323.0,4H,-0.1259921049894878
3248,close,26.0,469.0,26.0,macd,-1.0000000000000118,-1.0,4.0,142.0,70.0,4H,-0.1259921049894878
3249,OHLC/4,296.0,614.0,41.0,macd,-1.0000000000000058,-1.000000000000006,4.0,265.0,391.0,4H,-0.1259921049894878
3250,HL/2,21.0,359.0,26.0,macd,-1.0000000000000118,-1.0000000000000002,1.0,183.0,360.0,4H,-0.1259921049894878
3237,HLC/3,23.0,507.0,15.0,macd,-1.000000000000012,-1.0,1.0,100.0,410.0,4H,-0.1259921049894878
3236,low,22.0,686.0,34.0,macd,-1.0000000000000118,-1.0000000000000002,5.0,138.0,486.0,4H,-0.1259921049894878
3235,OHLC/4,26.0,406.0,49.0,macd,-1.000000000000012,-1.0,5.0,188.0,162.0,4H,-0.1259921049894878
3238,open,18.0,125.0,32.0,macds,-1.0000000000000115,-1.0,1.0,314.0,29.0,4H,-0.1259921049894878
3239,HLCC/4,26.0,508.0,2.0,macd,-1.0000000000000118,-1.0000000000000002,6.0,81.0,357.0,4H,-0.1259921049894878
3240,open,18.0,258.0,5.0,macd,-1.000000000000012,-1.0,6.0,190.0,134.0,4H,-0.1259921049894878
3241,HLC/3,116.0,436.0,43.0,macds,-1.0,-1.0000000000000124,3.0,33.0,18.0,4H,-0.1259921049894878
3242,HLC/3,250.0,588.0,17.0,macd,-1.0000000000000062,-1.000000000000005,6.0,271.0,492.0,4H,-0.1259921049894878
205,OHLC/4,230.0,613.0,28.0,macd,-1.0000000000000127,-1.0,1.0,277.0,105.0,4H,-0.12599210498948785
3255,HL/2,195.0,383.0,2.0,macdh,-1.0,-1.0000000000000149,5.0,386.0,125.0,4H,-0.1259921049894879
3256,open,280.0,647.0,18.0,macd,-1.0,-1.0000000000000149,6.0,197.0,194.0,4H,-0.1259921049894879
3254,OHLC/4,237.0,648.0,12.0,macd,-1.0,-1.0000000000000149,1.0,484.0,202.0,4H,-0.1259921049894879
3253,low,269.0,656.0,7.0,macd,-1.0,-1.0000000000000149,2.0,461.0,169.0,4H,-0.1259921049894879
3252,close,221.0,250.0,2.0,macdh,-1.0,-1.0000000000000149,2.0,385.0,239.0,4H,-0.1259921049894879
3257,HLCC/4,108.0,421.0,38.0,macds,-1.0000000000000075,-1.0000000000000075,5.0,69.0,465.0,4H,-0.1259921049894879
3258,close,286.0,663.0,2.0,macd,-1.0,-1.0000000000000149,3.0,324.0,205.0,4H,-0.1259921049894879
3259,HLC/3,188.0,441.0,2.0,macdh,-1.0,-1.0000000000000149,1.0,442.0,66.0,4H,-0.1259921049894879
285,HL/2,221.0,378.0,2.0,macdh,-1.0,-1.0000000000000147,1.0,293.0,445.0,4H,-0.12599210498948796
3264,HLCC/4,206.0,647.0,6.0,macds,-1.0,-1.000000000000017,4.0,127.0,230.0,4H,-0.125992104989488
3263,open,265.0,592.0,22.0,macd,-1.0000000000000162,-1.0,6.0,231.0,291.0,4H,-0.125992104989488
3260,high,124.0,699.0,36.0,macdh,-1.0000000000000169,-1.0,4.0,423.0,79.0,4H,-0.125992104989488
3262,open,197.0,577.0,26.0,macd,-1.0,-1.000000000000017,1.0,169.0,46.0,4H,-0.125992104989488
3268,HLCC/4,220.0,630.0,36.0,macd,-1.0,-1.0000000000000169,2.0,228.0,31.0,4H,-0.125992104989488
3267,HLC/3,296.0,574.0,40.0,macd,-1.0000000000000164,-1.0,1.0,181.0,300.0,4H,-0.125992104989488
3266,low,116.0,635.0,42.0,macds,-1.0000000000000082,-1.0000000000000082,5.0,101.0,103.0,4H,-0.125992104989488
3265,high,148.0,669.0,7.0,macds,-1.0,-1.0000000000000169,2.0,72.0,102.0,4H,-0.125992104989488
3261,HLCC/4,132.0,591.0,33.0,macds,-1.0000000000000082,-1.000000000000008,5.0,101.0,64.0,4H,-0.125992104989488
3273,open,156.0,651.0,22.0,macds,-0.9999999999999998,-1.00000000000002,5.0,98.0,440.0,4H,-0.1259921049894881
3276,HLC/3,218.0,663.0,4.0,macds,-1.0000000000000204,-1.0,1.0,381.0,180.0,4H,-0.1259921049894881
3274,high,136.0,272.0,4.0,macdh,-1.0,-1.0000000000000189,1.0,371.0,163.0,4H,-0.1259921049894881
3272,open,159.0,366.0,21.0,macds,-1.0,-1.0000000000000202,3.0,53.0,139.0,4H,-0.1259921049894881
3271,open,42.0,162.0,30.0,macds,-1.0,-1.0000000000000182,6.0,283.0,60.0,4H,-0.1259921049894881
3270,OHLC/4,101.0,495.0,39.0,macds,-1.0,-1.0000000000000184,1.0,109.0,497.0,4H,-0.1259921049894881
3269,OHLC/4,197.0,192.0,28.0,macds,-1.0000000000000002,-1.0000000000000184,1.0,108.0,363.0,4H,-0.1259921049894881
3275,low,288.0,435.0,3.0,macds,-1.0000000000000089,-1.0000000000000098,3.0,36.0,387.0,4H,-0.1259921049894881
3287,close,146.0,387.0,24.0,macd,-1.0000000000000089,-1.0000000000000135,3.0,75.0,28.0,4H,-0.1259921049894882
3289,OHLC/4,138.0,642.0,25.0,macd,-1.0000000000000089,-1.0000000000000135,4.0,45.0,217.0,4H,-0.1259921049894882
3277,HLC/3,141.0,432.0,28.0,macd,-1.0000000000000089,-1.0000000000000135,4.0,44.0,355.0,4H,-0.1259921049894882
3278,HLCC/4,140.0,530.0,46.0,macd,-1.0000000000000089,-1.0000000000000135,2.0,50.0,232.0,4H,-0.1259921049894882
3279,HLCC/4,159.0,286.0,21.0,macd,-1.0000000000000089,-1.0000000000000135,1.0,80.0,127.0,4H,-0.1259921049894882
3280,HL/2,141.0,538.0,23.0,macd,-1.0000000000000089,-1.0000000000000135,3.0,25.0,347.0,4H,-0.1259921049894882
3281,HL/2,142.0,658.0,45.0,macd,-1.0000000000000089,-1.0000000000000135,5.0,63.0,195.0,4H,-0.1259921049894882
3282,HLC/3,147.0,358.0,3.0,macd,-1.0000000000000089,-1.0000000000000135,2.0,62.0,299.0,4H,-0.1259921049894882
3283,open,136.0,543.0,13.0,macd,-1.0000000000000089,-1.0000000000000135,1.0,85.0,320.0,4H,-0.1259921049894882
3284,open,137.0,664.0,41.0,macd,-1.0000000000000089,-1.0000000000000135,3.0,110.0,2.0,4H,-0.1259921049894882
3285,HLCC/4,140.0,692.0,37.0,macd,-1.0000000000000089,-1.0000000000000135,4.0,58.0,205.0,4H,-0.1259921049894882
3286,open,81.0,317.0,43.0,macds,-0.9999999999999998,-1.0000000000000224,1.0,71.0,262.0,4H,-0.1259921049894882
3288,HLC/3,143.0,536.0,22.0,macd,-1.0000000000000089,-1.0000000000000135,3.0,107.0,146.0,4H,-0.1259921049894882
3290,HLC/3,141.0,582.0,14.0,macd,-1.0000000000000089,-1.0000000000000135,6.0,92.0,233.0,4H,-0.1259921049894882
3291,OHLC/4,194.0,626.0,18.0,macds,-1.0,-1.0000000000000229,1.0,462.0,189.0,4H,-0.1259921049894883
3292,OHLC/4,130.0,623.0,6.0,macds,-1.0000000000000238,-1.0000000000000002,5.0,72.0,395.0,4H,-0.1259921049894883
3293,HLCC/4,71.0,606.0,45.0,macds,-1.0000000000000246,-1.0,6.0,67.0,125.0,4H,-0.1259921049894883
3294,HLCC/4,14.0,487.0,49.0,macds,-1.0000000000000122,-1.000000000000012,6.0,188.0,228.0,4H,-0.1259921049894883
3304,high,125.0,201.0,7.0,macd,-1.0,-1.0000000000000275,5.0,221.0,404.0,4H,-0.1259921049894884
3305,OHLC/4,22.0,150.0,33.0,macds,-1.0000000000000258,-1.0,1.0,282.0,252.0,4H,-0.1259921049894884
3309,open,84.0,581.0,36.0,macd,-1.0,-1.0000000000000278,4.0,83.0,435.0,4H,-0.1259921049894884
3301,close,64.0,488.0,25.0,macds,-1.0000000000000255,-1.0,6.0,82.0,37.0,4H,-0.1259921049894884
3308,close,91.0,422.0,14.0,macds,-1.0000000000000255,-1.0000000000000002,1.0,110.0,217.0,4H,-0.1259921049894884
3307,HLC/3,84.0,335.0,18.0,macds,-1.0000000000000255,-1.0000000000000002,3.0,56.0,147.0,4H,-0.1259921049894884
3306,HLCC/4,74.0,454.0,19.0,macds,-1.0000000000000258,-1.0000000000000002,2.0,49.0,337.0,4H,-0.1259921049894884
3299,HL/2,150.0,161.0,46.0,macd,-1.0,-1.000000000000027,1.0,202.0,244.0,4H,-0.1259921049894884
3300,high,88.0,356.0,16.0,macds,-1.000000000000025,-1.0,6.0,84.0,218.0,4H,-0.1259921049894884
3302,HL/2,27.0,149.0,42.0,macdh,-1.0000000000000129,-1.0000000000000129,6.0,308.0,413.0,4H,-0.1259921049894884
3298,high,57.0,411.0,29.0,macds,-1.000000000000025,-0.9999999999999998,6.0,89.0,90.0,4H,-0.1259921049894884
3297,OHLC/4,50.0,221.0,48.0,macds,-1.0000000000000255,-1.0,5.0,257.0,177.0,4H,-0.1259921049894884
3296,close,78.0,559.0,18.0,macds,-1.000000000000025,-1.0,1.0,68.0,217.0,4H,-0.1259921049894884
3295,high,66.0,551.0,49.0,macds,-1.0000000000000249,-1.0000000000000002,3.0,45.0,313.0,4H,-0.1259921049894884
3303,close,86.0,563.0,16.0,macd,-1.0,-1.0000000000000278,6.0,83.0,180.0,4H,-0.1259921049894884
3317,HLCC/4,93.0,386.0,19.0,macd,-1.0,-1.0000000000000278,2.0,145.0,205.0,4H,-0.1259921049894884
3311,low,101.0,326.0,13.0,macds,-1.0000000000000255,-1.0000000000000002,5.0,140.0,412.0,4H,-0.1259921049894884
3323,OHLC/4,90.0,565.0,15.0,macd,-1.0,-1.0000000000000275,5.0,48.0,45.0,4H,-0.1259921049894884
3332,open,86.0,401.0,19.0,macd,-1.0,-1.0000000000000278,3.0,96.0,462.0,4H,-0.1259921049894884
3331,HLCC/4,93.0,360.0,36.0,macd,-1.0,-1.0000000000000275,1.0,56.0,487.0,4H,-0.1259921049894884
3330,low,91.0,523.0,37.0,macd,-1.0000000000000002,-1.0000000000000275,3.0,157.0,490.0,4H,-0.1259921049894884
3329,high,89.0,382.0,14.0,macd,-1.0000000000000002,-1.0000000000000275,1.0,120.0,252.0,4H,-0.1259921049894884
3328,HL/2,37.0,697.0,46.0,macds,-1.0000000000000255,-1.0,4.0,64.0,282.0,4H,-0.1259921049894884
3327,low,79.0,649.0,46.0,macd,-1.0,-1.0000000000000275,5.0,52.0,152.0,4H,-0.1259921049894884
3312,open,138.0,484.0,21.0,macds,-1.0,-1.0000000000000266,6.0,83.0,399.0,4H,-0.1259921049894884
244,low,57.0,480.0,29.0,macds,-1.0000000000000255,-1.0,5.0,62.0,468.0,4H,-0.1259921049894884
3325,OHLC/4,257.0,585.0,50.0,macds,-1.0,-1.0000000000000266,2.0,74.0,470.0,4H,-0.1259921049894884
3324,HLC/3,98.0,518.0,10.0,macds,-1.0000000000000255,-1.0,3.0,72.0,50.0,4H,-0.1259921049894884
3326,high,82.0,506.0,11.0,macd,-1.0,-1.0000000000000278,4.0,88.0,330.0,4H,-0.1259921049894884
3322,high,83.0,683.0,40.0,macd,-1.0,-1.0000000000000278,4.0,47.0,89.0,4H,-0.1259921049894884
3316,HL/2,104.0,226.0,17.0,macd,-1.0,-1.0000000000000275,1.0,203.0,19.0,4H,-0.1259921049894884
3321,HLC/3,76.0,688.0,26.0,macd,-1.0,-1.0000000000000278,3.0,49.0,362.0,4H,-0.1259921049894884
3314,HL/2,77.0,686.0,11.0,macd,-0.9999999999999998,-1.0000000000000278,1.0,96.0,466.0,4H,-0.1259921049894884
3315,HLCC/4,23.0,116.0,29.0,macds,-1.0000000000000135,-1.0000000000000138,6.0,306.0,64.0,4H,-0.1259921049894884
3313,low,89.0,444.0,12.0,macd,-1.0,-1.0000000000000275,5.0,160.0,278.0,4H,-0.1259921049894884
3318,HLCC/4,80.0,589.0,46.0,macd,-1.0,-1.0000000000000275,3.0,51.0,217.0,4H,-0.1259921049894884
3319,high,78.0,631.0,45.0,macd,-1.0,-1.0000000000000278,2.0,77.0,8.0,4H,-0.1259921049894884
3320,open,86.0,591.0,22.0,macd,-1.0,-1.0000000000000275,5.0,92.0,415.0,4H,-0.1259921049894884
3310,HL/2,63.0,392.0,27.0,macds,-1.0000000000000258,-1.0000000000000002,6.0,93.0,154.0,4H,-0.1259921049894884
447,open,80.0,536.0,25.0,macd,-1.0000000000000002,-1.0000000000000275,5.0,131.0,410.0,4H,-0.12599210498948848
444,HLCC/4,141.0,158.0,34.0,macd,-1.0000000000000002,-1.0000000000000278,5.0,241.0,383.0,4H,-0.1259921049894885
3333,HLCC/4,97.0,360.0,9.0,macd,-1.0000000000000002,-1.0000000000000278,3.0,82.0,450.0,4H,-0.1259921049894885
3334,HLC/3,82.0,587.0,6.0,macd,-1.0000000000000002,-1.0000000000000278,6.0,74.0,207.0,4H,-0.1259921049894885
3335,HLC/3,34.0,151.0,20.0,macds,-1.000000000000027,-1.000000000000001,2.0,206.0,390.0,4H,-0.1259921049894885
3336,close,88.0,697.0,24.0,macd,-1.0000000000000002,-1.0000000000000278,6.0,154.0,292.0,4H,-0.1259921049894885
3337,high,265.0,654.0,8.0,macds,-1.0000000000000315,-1.0,2.0,475.0,227.0,4H,-0.1259921049894886
3338,HL/2,84.0,244.0,42.0,macdh,-1.0000000000000242,-1.0000000000000098,1.0,239.0,12.0,4H,-0.1259921049894887
3339,HLC/3,76.0,480.0,49.0,macds,-1.000000000000017,-1.0000000000000169,6.0,101.0,104.0,4H,-0.1259921049894887
3340,high,216.0,554.0,47.0,macd,-1.000000000000017,-1.0000000000000169,1.0,431.0,319.0,4H,-0.1259921049894887
3341,low,124.0,121.0,47.0,macdh,-1.0000000000000242,-1.0000000000000098,4.0,320.0,489.0,4H,-0.1259921049894887
16,HL/2,63.0,613.0,40.0,macdh,-1.0000000000000242,-1.0000000000000098,1.0,379.0,285.0,4H,-0.12599210498948876
3342,HLCC/4,143.0,161.0,38.0,macds,-0.9999999999999578,-1.0000000000000782,5.0,204.0,148.0,4H,-0.1259921049894888
3344,OHLC/4,88.0,273.0,44.0,macds,-0.999999999999958,-1.0000000000000784,5.0,232.0,466.0,4H,-0.1259921049894888
3343,OHLC/4,54.0,156.0,24.0,macds,-1.0000000000000084,-1.0000000000000264,1.0,298.0,481.0,4H,-0.1259921049894888
3345,high,44.0,122.0,42.0,macds,-0.9999999999999986,-1.0000000000000393,5.0,251.0,39.0,4H,-0.1259921049894889
3346,low,83.0,577.0,44.0,macds,-1.000000000000019,-1.000000000000022,6.0,95.0,302.0,4H,-0.125992104989489
3347,open,42.0,175.0,28.0,macds,-1.0000000000000115,-1.0000000000000295,5.0,213.0,427.0,4H,-0.125992104989489
3350,HLCC/4,44.0,442.0,30.0,macds,-1.0000000000000215,-1.0000000000000215,3.0,146.0,221.0,4H,-0.1259921049894891
3349,HLC/3,115.0,383.0,12.0,macds,-1.000000000000019,-1.0000000000000229,5.0,73.0,191.0,4H,-0.1259921049894891
3348,open,109.0,552.0,12.0,macds,-1.000000000000019,-1.000000000000023,4.0,120.0,407.0,4H,-0.1259921049894891
491,HLCC/4,194.0,234.0,40.0,macd,-1.00000000000002,-1.0000000000000242,5.0,154.0,178.0,4H,-0.12599210498948918
104,high,157.0,354.0,15.0,macds,-1.000000000000049,-1.0,3.0,72.0,77.0,4H,-0.1259921049894894
3351,open,152.0,500.0,15.0,macds,-1.000000000000049,-1.0,4.0,55.0,457.0,4H,-0.1259921049894894
164,HLC/3,66.0,131.0,14.0,macds,-1.0000000000000542,-1.0,5.0,324.0,117.0,4H,-0.1259921049894896
3352,high,161.0,666.0,11.0,macds,-1.0000000000000302,-1.000000000000025,3.0,107.0,8.0,4H,-0.1259921049894896
3353,open,157.0,531.0,41.0,macd,-1.0000000000000575,-1.0000000000000002,6.0,456.0,401.0,4H,-0.1259921049894897
3354,HLC/3,294.0,672.0,8.0,macds,-1.0,-1.0000000000000646,3.0,348.0,361.0,4H,-0.12599210498949
3355,high,81.0,486.0,5.0,macd,-1.0000000000000142,-1.0000000000000535,1.0,250.0,174.0,4H,-0.1259921049894901
3358,HLC/3,65.0,490.0,37.0,macds,-1.0000000000000744,-1.0,3.0,154.0,463.0,4H,-0.1259921049894904
3357,close,63.0,559.0,38.0,macds,-1.0000000000000742,-1.0,1.0,93.0,359.0,4H,-0.1259921049894904
3360,high,62.0,672.0,37.0,macds,-1.0000000000000742,-1.0,5.0,62.0,380.0,4H,-0.1259921049894904
3359,low,81.0,507.0,27.0,macds,-1.0000000000000744,-1.0,5.0,40.0,185.0,4H,-0.1259921049894904
3356,close,84.0,424.0,25.0,macds,-1.0000000000000744,-1.0,1.0,119.0,351.0,4H,-0.1259921049894904
3361,OHLC/4,90.0,564.0,42.0,macds,-1.0,-1.000000000000078,2.0,115.0,170.0,4H,-0.1259921049894906
3362,HL/2,192.0,555.0,48.0,macd,-1.0000000000000124,-1.0000000000000706,3.0,177.0,403.0,4H,-0.1259921049894908
3363,high,206.0,595.0,7.0,macds,-1.000000000000125,-0.9999999999999606,1.0,157.0,490.0,4H,-0.1259921049894909
3364,high,255.0,578.0,24.0,macd,-1.000000000000125,-0.9999999999999606,1.0,323.0,197.0,4H,-0.1259921049894909
3365,high,290.0,580.0,22.0,macd,-1.000000000000125,-0.9999999999999606,4.0,105.0,281.0,4H,-0.1259921049894909
3366,high,165.0,586.0,16.0,macds,-1.0000000000001248,-0.9999999999999606,2.0,211.0,217.0,4H,-0.1259921049894909
3367,OHLC/4,105.0,457.0,44.0,macds,-1.0000000000000964,-0.9999999999999934,2.0,35.0,423.0,4H,-0.1259921049894911
3368,HL/2,141.0,222.0,44.0,macds,-1.0000000000000964,-0.9999999999999932,2.0,114.0,393.0,4H,-0.1259921049894911
3369,close,48.0,157.0,23.0,macds,-1.0000000000001137,-1.0000000000000075,1.0,244.0,208.0,4H,-0.1259921049894924
3370,low,168.0,607.0,29.0,macds,-1.0,-1.0000000000001494,4.0,254.0,115.0,4H,-0.1259921049894936
3371,HLCC/4,131.0,591.0,18.0,macds,-1.0,-1.00000000000017,3.0,89.0,256.0,4H,-0.1259921049894944
3373,high,83.0,423.0,12.0,macds,-1.0000000000001197,-1.000000000000063,2.0,94.0,283.0,4H,-0.125992104989495
3374,open,97.0,424.0,7.0,macds,-1.0000000000001197,-1.000000000000063,1.0,148.0,183.0,4H,-0.125992104989495
3375,OHLC/4,73.0,364.0,17.0,macds,-1.0000000000001197,-1.000000000000063,6.0,93.0,361.0,4H,-0.125992104989495
3376,OHLC/4,48.0,259.0,41.0,macds,-1.0000000000001197,-1.0000000000000633,2.0,244.0,326.0,4H,-0.125992104989495
3377,close,78.0,685.0,13.0,macds,-1.00000000000012,-1.0000000000000635,4.0,32.0,229.0,4H,-0.125992104989495
3372,HL/2,74.0,688.0,13.0,macds,-1.0000000000001197,-1.000000000000063,5.0,29.0,440.0,4H,-0.125992104989495
3378,close,54.0,80.0,27.0,macds,-1.0000000000000002,-1.0000000000001863,4.0,253.0,322.0,4H,-0.1259921049894951
3379,HL/2,118.0,547.0,24.0,macds,-1.0000000000001776,-1.0000000000000964,5.0,450.0,279.0,4H,-0.1259921049894988
3380,low,33.0,100.0,14.0,macds,-1.0000000000004738,-1.0,5.0,204.0,158.0,4H,-0.1259921049895072
3381,HLCC/4,292.0,478.0,10.0,macd,-1.0000000000008746,-1.0,3.0,38.0,50.0,4H,-0.125992104989524
3382,low,172.0,364.0,13.0,macdh,-0.6664176773177826,-0.5019985770617518,2.0,163.0,251.0,4H,-0.1261440435985181
3383,low,50.0,391.0,40.0,macds,-0.6922265069555645,-0.7307553861131281,2.0,30.0,104.0,4H,-0.1264814242273975
3384,open,119.0,388.0,46.0,macdh,-0.5508050686867346,-0.4624008143217404,4.0,62.0,418.0,4H,-0.1267755495408351
292,low,229.0,580.0,47.0,macd,-0.623312390951712,-0.5449541646039352,3.0,65.0,384.0,4H,-0.12678630025007157
